crop,area,rainfall,temperature,fertilizer,yield_per_acre
Cotton,20.45,209.1,26.8,7.5,0.486
Tomato,9.99,229.8,17.9,135.6,10.548
Millets,18.52,251.8,12.9,177.3,0.537
Potato,6.34,143.0,36.3,206.0,9.994
Onion,12.5,178.4,36.6,86.8,6.516
Banana,15.52,78.1,21.3,46.7,19.391
Cotton,5.36,47.2,18.2,136.2,0.761
Soybean,11.84,251.5,31.5,143.3,1.147
Groundnut,13.88,349.4,30.6,100.8,0.942
Potato,5.99,275.6,35.0,140.5,6.982
Soybean,20.34,173.0,39.8,10.6,0.793
Chickpea,6.21,266.5,40.5,126.5,0.464
Chickpea,11.86,234.4,21.2,120.9,0.604
Banana,12.98,100.1,12.6,48.0,19.968
Banana,14.28,335.0,13.4,187.8,18.973
Millets,4.8,125.3,26.9,129.3,1.037
Cotton,17.76,305.1,19.0,54.2,0.448
Cotton,15.43,208.9,28.4,109.9,0.715
Banana,22.27,263.1,20.1,214.4,21.366
Mustard,23.83,231.3,33.3,93.2,0.391
Rice,3.25,138.9,19.6,117.4,1.809
Sugarcane,2.55,303.9,20.0,141.0,29.794
Rice,0.87,20.5,17.1,215.7,1.992
Onion,15.82,137.0,26.6,96.3,8.334
Millets,5.17,126.3,24.5,175.0,1.103
Soybean,5.3,114.0,35.7,54.4,1.21
Potato,7.92,163.7,25.4,92.4,9.499
Cotton,24.95,283.4,38.4,196.6,0.518
Chickpea,12.03,246.0,34.0,128.0,0.518
Onion,0.79,388.5,13.1,26.5,4.757
Mustard,7.91,359.6,29.8,171.9,0.503
Potato,10.56,257.3,17.6,84.0,7.969
Sugarcane,22.6,232.1,18.2,193.3,25.303
Tomato,12.4,52.1,19.6,165.5,12.251
Tomato,9.54,319.6,25.1,115.6,8.511
Cotton,19.73,148.5,17.2,40.0,0.654
Banana,11.3,89.6,35.5,0.0,19.016
Wheat,0.82,143.6,34.6,191.9,1.278
Wheat,18.91,194.8,30.8,80.8,1.066
Mustard,1.31,22.6,27.8,2.5,0.749
Maize,16.01,274.2,34.6,214.1,1.909
Wheat,5.59,153.7,28.8,9.7,1.217
Millets,10.5,204.2,34.1,177.9,0.661
Mustard,22.42,131.9,31.5,24.5,0.476
Millets,23.3,259.5,20.6,19.0,0.446
Soybean,14.97,274.0,16.9,155.3,0.833
Maize,16.51,368.9,12.9,198.7,1.262
Millets,13.01,391.0,34.5,218.9,0.728
Millets,5.33,94.9,27.2,160.4,1.159
Banana,10.72,85.5,39.8,163.8,21.677
Banana,24.85,170.5,30.1,208.5,23.922
Rice,2.85,261.5,41.8,39.5,1.782
Chickpea,2.35,167.1,18.2,12.5,0.679
Onion,8.87,240.1,40.6,205.8,4.41
Sugarcane,1.5,174.1,35.4,212.8,32.941
Onion,17.68,398.2,30.7,171.3,6.216
Sugarcane,3.73,392.1,36.1,58.2,27.634
Tomato,2.45,377.1,37.2,60.5,5.296
Mustard,23.83,249.8,27.6,218.0,0.488
Rice,13.05,299.4,15.4,3.3,1.309
Millets,12.3,256.5,23.6,47.2,0.656
Cotton,5.09,292.1,16.0,213.9,0.481
Rice,20.17,54.2,29.6,63.9,1.933
Cotton,5.87,47.0,30.4,82.7,0.928
Soybean,19.98,68.9,31.7,20.3,0.959
Banana,5.33,207.9,25.5,170.7,27.78
Soybean,3.92,236.5,32.2,46.8,1.018
Sugarcane,21.58,112.0,36.6,209.1,30.407
Tomato,1.7,296.1,23.5,39.1,7.856
Wheat,13.8,81.5,13.1,172.0,1.738
Chickpea,23.9,308.4,24.1,60.0,0.617
Sugarcane,18.25,355.9,12.4,138.5,24.146
Onion,1.11,205.2,33.3,165.3,6.973
Millets,12.07,365.6,29.3,114.7,0.833
Potato,15.39,145.0,18.4,101.3,9.367
Groundnut,1.42,204.9,31.7,11.4,0.993
Wheat,1.5,56.8,33.5,118.6,1.936
Cotton,17.2,385.8,20.6,128.1,0.505
Potato,22.49,220.5,19.9,154.4,9.141
Chickpea,2.54,243.7,16.1,157.1,0.63
Groundnut,10.42,170.6,24.9,157.0,1.238
Banana,8.86,121.8,23.6,200.6,25.948
Onion,3.66,239.0,36.0,79.4,5.251
Chickpea,9.11,81.0,36.8,124.4,0.869
Soybean,20.71,397.2,32.7,127.5,0.766
Banana,9.22,88.8,36.8,1.5,17.411
Millets,6.37,22.7,22.8,19.5,0.776
Sugarcane,17.36,177.8,12.3,69.7,25.54
Rice,21.58,154.2,19.2,23.5,1.693
Banana,3.45,274.4,19.8,160.4,23.815
Chickpea,7.3,282.2,32.6,131.4,0.502
Wheat,16.06,36.0,30.1,171.9,1.697
Potato,22.67,384.4,12.9,197.0,5.941
Mustard,9.8,228.4,18.7,75.8,0.588
Mustard,13.7,334.3,19.2,205.7,0.679
Maize,7.02,199.7,12.3,211.4,2.093
Rice,16.98,267.2,31.6,3.8,1.517
Soybean,18.78,227.2,33.9,0.1,0.818
Millets,8.17,97.4,17.6,92.3,1.082
Wheat,13.81,338.0,23.8,89.7,1.129
Mustard,15.26,67.8,17.7,37.7,0.814
Onion,1.43,315.9,21.5,202.1,6.827
Chickpea,23.06,84.0,37.4,33.3,0.77
Soybean,21.91,80.7,13.1,52.7,0.923
Sugarcane,18.72,38.2,29.2,159.6,28.323
Soybean,24.18,333.6,15.1,38.7,0.569
Banana,6.55,342.7,25.8,87.3,19.187
Maize,6.79,53.3,41.3,64.2,1.915
Millets,4.16,58.8,13.5,143.2,1.045
Rice,11.69,272.7,22.9,33.0,1.616
Maize,7.74,155.4,23.9,49.1,2.175
Maize,16.17,28.8,25.2,204.4,2.406
Millets,13.94,393.1,33.5,129.7,0.729
Cotton,22.41,94.0,29.4,77.0,0.771
Tomato,19.93,90.0,28.9,203.1,13.172
Rice,8.53,174.3,28.3,50.6,1.868
Potato,2.78,213.7,22.8,77.1,10.583
Potato,10.43,29.1,22.6,131.9,9.977
Sugarcane,4.62,312.4,12.2,50.7,24.554
Wheat,16.56,113.3,17.8,91.6,1.804
Groundnut,18.82,35.9,17.8,129.9,1.244
Maize,16.97,119.5,23.6,8.3,1.999
Banana,13.81,332.0,40.9,131.8,20.535
Soybean,3.7,330.3,19.6,90.1,0.867
Groundnut,16.46,115.8,36.3,203.8,1.42
Groundnut,6.48,288.0,20.8,35.8,0.667
Cotton,6.03,148.2,23.9,165.8,0.902
Groundnut,20.71,93.4,36.3,140.9,1.131
Onion,8.96,185.4,37.3,90.6,6.658
Soybean,18.56,319.1,29.2,104.5,0.914
Groundnut,14.81,381.7,35.8,60.6,0.661
Rice,5.46,227.8,30.7,7.5,1.884
Potato,4.93,179.3,33.2,137.6,7.594
Chickpea,23.07,372.1,23.8,26.8,0.523
Wheat,19.35,284.9,36.1,90.2,0.817
Banana,5.4,275.2,22.4,58.8,21.959
Millets,13.73,334.0,39.5,68.0,0.51
Chickpea,7.39,134.8,33.9,138.4,0.694
Mustard,21.27,42.9,39.2,56.5,0.586
Potato,10.29,74.1,15.0,52.9,9.711
Millets,3.79,55.5,28.9,130.4,1.222
Potato,12.84,356.0,15.7,173.0,6.787
Rice,6.25,380.1,38.0,38.1,1.508
Banana,6.46,74.0,23.6,117.7,22.879
Wheat,8.53,81.2,18.7,116.5,2.08
Cotton,20.82,299.7,41.7,69.7,0.395
Soybean,9.07,370.0,29.7,210.9,0.946
Wheat,9.8,186.4,21.0,163.2,1.497
Cotton,23.01,318.5,40.0,54.9,0.423
Rice,16.03,66.8,19.8,42.2,1.617
Soybean,21.72,395.4,18.5,148.3,0.816
Tomato,6.36,342.0,40.2,213.5,5.937
Wheat,9.54,286.4,16.6,26.9,1.062
Onion,8.13,360.9,12.7,182.9,5.171
Groundnut,10.04,327.1,12.1,67.1,0.581
Rice,3.78,53.4,19.5,44.0,1.818
Cotton,3.67,326.7,34.9,103.0,0.569
Rice,8.99,389.9,38.0,57.6,1.827
Maize,20.71,66.4,40.7,180.3,2.106
Onion,12.77,212.7,36.5,120.2,5.233
Potato,17.71,37.8,25.4,56.2,8.302
Banana,16.39,214.9,13.8,136.8,21.023
Millets,17.58,21.4,38.1,14.3,0.775
Millets,10.18,79.2,36.5,207.8,1.212
Groundnut,7.66,150.2,14.6,198.8,0.986
Soybean,6.63,292.0,30.5,210.9,1.184
Onion,23.06,383.0,37.7,205.2,5.119
Soybean,3.3,346.6,21.2,203.5,0.987
Mustard,20.87,167.5,15.2,172.4,0.549
Groundnut,21.22,368.0,23.8,147.5,0.815
Rice,11.75,120.5,38.3,90.0,2.05
Mustard,10.8,380.8,32.1,146.8,0.499
Cotton,18.1,349.6,33.1,109.8,0.615
Chickpea,18.58,310.6,39.3,30.4,0.327
Rice,18.87,184.2,33.6,26.8,1.991
Wheat,3.26,154.2,28.1,152.2,1.598
Chickpea,4.76,263.9,23.6,33.9,0.613
Onion,24.41,111.0,16.7,168.2,7.857
Cotton,19.88,75.9,18.8,31.0,0.656
Soybean,14.89,271.5,17.1,17.9,0.734
Groundnut,10.83,279.5,24.6,188.4,0.86
Chickpea,8.73,359.8,26.8,102.2,0.576
Mustard,1.32,86.6,36.2,97.2,0.86
Millets,9.11,390.7,18.5,208.8,0.667
Groundnut,4.46,154.2,17.9,182.5,1.177
Millets,13.38,93.4,33.2,163.5,1.204
Banana,4.55,382.6,38.4,44.3,15.601
Tomato,15.1,326.6,40.3,92.2,6.22
Soybean,9.06,396.9,40.1,91.0,0.537
Maize,14.54,180.8,34.6,138.6,2.24
Onion,15.62,282.0,31.4,153.0,5.494
Soybean,7.07,79.4,13.0,154.0,1.067
Sugarcane,2.3,372.2,29.7,27.4,24.59
Chickpea,8.17,349.3,38.3,173.9,0.479
Wheat,7.24,271.4,27.7,96.3,1.034
Millets,6.38,332.3,32.1,204.9,0.836
Soybean,3.35,294.9,19.5,54.7,0.917
Rice,18.76,262.7,17.8,197.2,1.817
Potato,5.23,321.6,27.6,6.3,4.352
Mustard,2.05,107.6,28.8,174.0,0.725
Wheat,23.1,355.0,39.5,38.7,0.616
Sugarcane,8.83,216.4,25.7,215.1,35.378
Banana,24.0,368.6,22.7,82.5,19.15
Millets,12.15,114.5,30.8,190.9,1.092
Chickpea,11.07,215.5,39.3,17.3,0.385
Groundnut,5.33,314.6,23.3,212.1,0.812
Potato,12.97,373.8,23.3,86.4,6.598
Banana,17.58,44.1,28.1,212.5,23.606
Rice,23.62,335.9,12.0,99.3,1.678
Wheat,4.61,39.9,19.5,143.6,2.212
Banana,6.93,56.9,29.8,160.9,27.179
Cotton,6.05,81.9,33.2,71.1,0.92
Chickpea,10.78,161.1,25.2,100.5,0.74
Tomato,5.12,251.5,12.5,60.8,7.553
Maize,1.67,352.6,14.7,192.7,1.136
Groundnut,4.88,46.8,15.6,187.6,1.063
Wheat,23.71,312.5,29.1,201.1,0.937
Potato,10.59,293.6,34.5,78.0,6.372
Chickpea,3.44,153.7,26.8,34.6,0.697
Sugarcane,3.54,352.8,32.8,32.0,24.557
Cotton,14.36,334.9,26.3,63.4,0.515
Groundnut,4.41,371.4,40.2,75.9,0.684
Onion,23.02,63.5,17.0,107.9,8.55
Banana,8.93,49.1,24.9,61.8,19.14
Chickpea,11.18,243.5,22.8,46.3,0.574
Sugarcane,6.88,44.4,31.0,139.4,28.68
Mustard,19.83,362.9,26.1,115.2,0.453
Millets,14.91,273.9,25.0,29.2,0.601
Millets,15.41,160.2,26.5,140.6,0.827
Soybean,3.95,109.5,17.2,126.7,1.253
Rice,1.58,311.7,13.6,83.8,1.73
Sugarcane,11.6,72.6,33.3,50.0,26.493
Banana,13.27,191.8,40.7,76.2,21.852
Soybean,9.34,209.6,14.0,202.1,1.152
Onion,10.4,231.1,32.5,14.3,4.372
Millets,7.4,84.0,32.1,36.4,1.01
Chickpea,24.42,364.5,12.2,178.4,0.533
Soybean,12.03,328.6,20.6,161.4,0.998
Onion,1.81,250.5,32.5,149.7,4.799
Maize,10.37,255.2,13.0,52.7,1.524
Banana,11.31,37.4,38.9,84.8,21.518
Onion,10.75,380.8,36.0,130.6,5.056
Cotton,20.2,339.3,22.1,98.0,0.494
Chickpea,17.28,72.1,26.2,212.6,1.1
Rice,0.95,381.1,33.2,156.1,2.381
Rice,12.78,232.2,35.0,112.1,2.097
Banana,17.19,42.0,26.2,75.8,21.322
Chickpea,10.02,259.0,25.7,178.9,0.639
Chickpea,0.98,287.8,30.9,122.0,0.612
Wheat,18.87,287.4,24.5,71.5,1.099
Mustard,5.62,384.9,33.2,122.8,0.456
Soybean,5.94,232.0,20.2,189.9,1.187
Cotton,6.47,186.3,16.0,119.8,0.696
Sugarcane,0.7,357.1,37.6,11.2,20.525
Tomato,8.18,206.4,29.0,140.3,11.316
Potato,21.5,250.5,15.2,30.0,7.103
Banana,18.97,217.1,30.0,214.4,29.558
Tomato,5.75,388.2,39.6,1.6,4.621
Groundnut,4.85,32.1,13.1,124.3,1.176
Onion,6.82,25.8,33.8,185.6,7.381
Wheat,23.95,385.6,19.8,216.3,1.209
Wheat,1.52,238.7,27.8,188.8,1.121
Banana,19.77,33.3,32.2,105.5,19.834
Onion,10.71,345.7,32.7,138.0,5.17
Groundnut,19.08,381.0,35.9,17.6,0.631
Tomato,19.9,21.3,33.4,66.9,7.822
Sugarcane,18.39,91.0,37.0,16.0,21.847
Sugarcane,3.73,166.1,31.7,105.7,31.625
Potato,14.2,212.9,24.6,215.3,8.507
Banana,4.31,207.1,32.3,4.8,20.314
Chickpea,16.31,85.8,38.2,79.0,0.815
Sugarcane,0.98,137.3,23.4,7.7,26.664
Mustard,12.58,70.7,23.5,212.9,0.908
Groundnut,19.93,67.2,15.7,219.8,1.226
Rice,10.94,309.2,39.8,18.0,1.566
Tomato,21.72,50.1,22.8,18.3,9.183
Wheat,4.91,51.0,24.5,113.2,1.869
Groundnut,18.29,46.6,25.1,185.6,1.401
Groundnut,23.8,147.0,16.0,18.5,0.83
Mustard,17.22,65.4,40.6,145.0,0.749
Millets,5.46,83.9,35.0,0.0,0.867
Chickpea,1.22,249.7,23.7,134.5,0.668
Cotton,23.68,246.4,23.5,215.4,0.567
Wheat,4.47,53.6,39.7,128.7,1.457
Groundnut,13.77,123.2,17.8,86.0,1.074
Wheat,15.15,256.0,32.8,5.0,0.753
Chickpea,14.58,23.4,33.9,91.7,0.805
Onion,18.98,156.9,25.6,189.4,8.473
Sugarcane,3.05,391.6,21.4,200.3,24.327
Chickpea,21.23,310.6,19.0,142.3,0.574
Rice,7.86,290.0,17.4,138.1,2.025
Rice,8.1,58.8,29.9,28.9,1.763
Sugarcane,7.03,277.4,22.0,202.1,34.911
Wheat,24.69,272.8,12.6,32.8,0.866
Rice,16.31,98.0,32.9,61.4,1.932
Tomato,8.11,99.9,26.8,215.8,14.088
Sugarcane,13.2,186.7,12.9,148.3,26.343
Cotton,13.59,46.9,35.7,3.8,0.696
Wheat,19.42,390.0,17.7,30.6,0.977
Soybean,1.09,108.1,19.0,121.3,1.324
Potato,7.58,121.8,37.9,101.4,8.324
Cotton,24.9,208.3,39.9,38.4,0.566
Sugarcane,6.33,244.9,39.0,214.2,30.817
Tomato,18.55,249.2,24.6,78.4,7.725
Potato,18.85,67.9,33.6,112.4,9.507
Cotton,21.07,228.9,34.0,27.2,0.523
Sugarcane,11.94,132.4,27.6,81.7,31.638
Banana,5.33,221.4,22.0,36.3,23.193
Tomato,7.23,205.2,24.7,200.3,12.051
Wheat,2.2,74.4,29.6,49.6,1.611
Rice,17.88,134.9,12.8,174.9,1.654
Millets,8.13,220.4,38.9,14.0,0.554
Potato,13.25,385.1,19.0,158.7,6.932
Banana,9.79,261.8,30.3,80.8,24.321
Cotton,24.82,323.4,23.0,79.9,0.469
Groundnut,19.59,268.3,33.4,12.5,0.696
Tomato,12.08,290.2,35.5,194.7,6.974
Cotton,18.83,398.0,18.2,15.3,0.361
Mustard,18.13,167.2,22.7,206.9,0.637
Wheat,10.49,26.0,17.5,79.5,1.647
Banana,9.06,158.8,35.7,60.5,23.395
Rice,23.63,104.2,23.3,161.4,1.907
Onion,24.36,259.9,16.8,0.4,3.737
Mustard,6.06,314.1,26.1,139.1,0.524
Rice,17.85,333.8,26.1,128.1,2.063
Rice,16.64,377.1,33.4,3.2,1.598
Cotton,16.87,143.4,30.0,35.9,0.777
Millets,10.05,93.0,14.2,7.7,0.721
Tomato,16.63,139.4,35.8,184.8,9.448
Tomato,15.58,93.1,37.7,18.6,9.671
Mustard,2.9,43.3,41.7,125.2,0.791
Soybean,23.17,196.0,37.4,187.8,1.076
Wheat,23.89,258.4,24.3,168.6,1.018
Wheat,4.87,277.5,30.9,115.4,1.081
Onion,3.69,150.3,20.8,205.7,8.725
Millets,9.51,364.2,32.1,6.9,0.611
Sugarcane,13.29,112.0,31.0,62.4,33.175
Rice,14.35,138.9,38.0,171.0,2.186
Wheat,11.96,225.2,37.7,16.2,0.711
Groundnut,18.88,386.3,16.6,9.6,0.484
Banana,18.01,230.5,19.0,210.8,26.492
Millets,17.51,355.1,38.3,17.7,0.516
Maize,22.8,222.8,31.4,76.1,1.925
Sugarcane,7.85,377.3,24.4,183.9,28.252
Banana,4.95,131.5,32.0,31.1,20.676
Cotton,0.58,393.6,13.1,166.0,0.363
Maize,16.43,250.5,28.7,168.2,1.902
Millets,13.43,293.7,40.9,24.6,0.546
Maize,11.17,295.9,23.4,22.0,1.555
Rice,6.48,210.9,16.5,217.7,2.167
Millets,9.92,152.9,19.2,89.0,0.772
Mustard,16.71,40.2,28.2,109.5,0.777
Onion,14.36,352.8,31.3,74.4,5.125
Onion,21.53,118.7,16.3,165.5,8.165
Soybean,20.83,90.3,34.0,74.8,0.99
Sugarcane,19.44,79.8,36.7,136.1,29.082
Rice,19.04,394.6,33.1,201.9,2.047
Rice,17.69,235.5,22.1,137.1,2.39
Millets,20.04,350.9,31.1,184.9,0.612
Millets,16.71,146.8,29.8,15.7,0.776
Potato,24.61,346.1,30.4,58.5,4.86
Soybean,19.04,199.4,29.8,192.8,1.239
Banana,21.71,168.6,38.5,122.8,22.174
Groundnut,24.79,81.5,22.4,48.4,1.257
Maize,3.42,120.3,30.3,58.3,2.588
Maize,13.59,261.7,29.4,135.3,1.899
Sugarcane,17.04,294.0,23.9,207.8,32.574
Banana,14.78,190.4,12.6,217.0,23.561
Rice,8.87,143.9,24.6,125.9,2.157
Chickpea,4.28,253.0,34.2,148.5,0.573
Sugarcane,13.12,179.0,18.0,195.9,32.217
Rice,12.86,93.0,25.1,173.9,1.836
Onion,5.77,28.7,33.6,23.3,7.195
Tomato,21.18,175.6,26.0,210.7,11.078
Banana,21.74,207.9,35.9,77.5,20.92
Wheat,20.02,190.8,22.8,46.4,1.233
Maize,9.18,264.8,31.1,42.6,1.727
Groundnut,1.61,165.3,26.2,23.1,0.972
Mustard,12.54,393.7,39.5,87.7,0.339
Sugarcane,14.21,150.4,37.7,64.2,26.315
Cotton,8.98,214.2,38.1,72.1,0.66
Banana,5.49,280.0,13.8,118.2,21.868
Tomato,15.61,178.3,39.7,196.1,8.828
Potato,18.13,45.9,21.7,44.7,9.026
Banana,8.3,237.0,17.0,23.3,18.061
Wheat,6.55,201.7,37.2,83.3,1.047
Tomato,18.59,251.9,28.1,165.5,9.301
Onion,8.58,258.4,17.0,139.3,6.003
Sugarcane,2.53,271.9,38.1,43.3,27.516
Chickpea,5.33,331.5,19.6,138.5,0.646
Soybean,22.56,362.5,22.2,76.6,0.744
Soybean,7.46,135.5,12.6,20.7,1.009
Wheat,2.49,373.5,20.9,46.0,1.117
Cotton,20.85,351.6,21.2,163.3,0.503
Onion,11.28,87.4,36.6,119.7,8.734
Potato,17.05,181.7,37.5,29.9,6.412
Millets,6.79,64.9,12.9,169.5,1.147
Chickpea,15.59,313.6,37.2,177.2,0.455
Onion,15.89,380.1,38.6,1.0,3.515
Rice,0.77,221.9,37.6,91.5,2.407
Mustard,24.27,36.8,31.0,7.6,0.569
Sugarcane,7.12,25.8,18.2,33.9,21.606
Millets,15.49,274.8,36.6,80.8,0.592
Rice,3.48,74.2,27.7,131.3,1.974
Groundnut,21.15,80.7,34.4,16.0,1.079
Mustard,13.37,263.8,30.6,122.8,0.493
Banana,9.04,315.9,22.9,10.1,17.894
Banana,4.2,187.4,14.5,172.8,26.751
Rice,16.32,382.8,13.9,78.5,1.578
Rice,1.32,369.1,41.7,85.8,1.67
Millets,1.97,140.9,13.9,164.2,0.847
Millets,21.65,92.3,28.4,156.9,1.077
Maize,5.35,64.9,20.4,175.5,2.333
Banana,22.33,254.4,39.5,119.5,20.113
Rice,12.1,22.5,41.6,109.4,1.828
Banana,11.58,157.6,22.7,78.2,23.909
Potato,14.44,219.9,21.2,101.8,8.721
Mustard,18.74,317.6,19.2,124.7,0.6
Maize,7.82,348.3,33.0,212.4,1.75
Millets,15.42,195.0,26.1,0.3,0.59
Millets,14.88,88.6,25.0,48.2,0.91
Chickpea,13.91,111.5,32.0,82.9,0.781
Sugarcane,16.93,173.4,39.9,72.2,24.257
Tomato,19.95,102.9,26.2,4.6,9.215
Soybean,19.4,103.9,12.8,5.2,0.805
Sugarcane,4.01,264.7,18.0,48.8,28.502
Banana,16.54,372.9,38.1,186.3,20.305
Tomato,4.57,393.2,29.3,120.9,7.871
Potato,15.07,77.0,15.1,66.6,9.225
Onion,10.35,351.5,29.2,204.5,6.205
Onion,14.0,289.7,13.4,35.2,4.044
Soybean,22.91,135.4,23.8,192.4,1.319
Millets,3.96,115.8,13.1,20.6,0.71
Banana,16.55,96.3,40.2,76.7,20.196
Mustard,3.84,281.3,15.6,181.8,0.586
Tomato,2.69,288.9,14.3,214.4,7.342
Rice,8.21,191.0,35.4,114.4,2.218
Soybean,1.91,343.6,27.9,115.3,1.0
Maize,8.73,331.0,28.4,58.0,1.416
Wheat,9.11,105.0,34.2,36.8,1.273
Millets,2.01,284.4,12.3,178.6,0.535
Onion,4.26,69.5,25.1,63.4,8.78
Sugarcane,3.07,119.0,15.4,140.2,26.23
Mustard,21.29,297.2,33.0,35.3,0.398
Cotton,18.02,329.5,18.8,68.6,0.488
Rice,20.58,179.9,22.9,110.5,2.318
Rice,17.84,380.0,19.7,45.5,1.537
Tomato,4.08,264.5,40.7,100.9,6.135
Chickpea,9.88,63.3,24.5,19.3,0.833
Millets,1.66,192.6,25.8,161.4,0.788
Onion,21.89,84.9,13.2,155.4,9.144
Banana,10.15,40.5,25.8,98.9,25.25
Banana,10.36,213.6,28.5,49.8,24.556
Tomato,11.95,262.4,13.0,24.4,5.314
Wheat,8.36,379.4,37.5,115.4,0.868
Onion,15.03,136.2,13.9,177.0,9.176
Soybean,9.68,25.4,15.8,34.6,0.964
Mustard,1.29,331.3,32.7,71.1,0.452
Rice,2.21,158.1,23.7,211.9,2.545
Millets,21.11,165.2,38.7,106.5,0.749
Wheat,6.58,347.1,24.0,191.7,1.213
Banana,6.56,310.9,15.5,31.5,18.034
Wheat,21.85,237.6,20.4,86.7,1.182
Mustard,0.59,339.1,17.8,17.4,0.502
Wheat,9.4,266.3,12.9,116.4,0.945
Banana,2.11,133.6,21.7,195.2,25.387
Banana,9.7,244.6,27.5,60.7,25.203
Banana,6.5,26.2,41.0,210.8,18.914
Soybean,0.99,94.5,38.1,33.7,1.142
Maize,17.44,201.4,31.6,123.9,2.057
Banana,5.84,72.9,24.1,117.6,24.261
Banana,12.41,216.8,40.0,11.0,17.474
Mustard,1.67,40.3,29.1,151.6,0.926
Potato,11.5,125.3,30.2,197.5,9.919
Wheat,0.93,191.0,34.9,185.2,1.27
Tomato,14.38,72.6,20.9,146.8,12.336
Potato,24.04,382.4,17.6,9.9,5.315
Wheat,23.99,188.3,21.4,196.8,1.43
Sugarcane,20.32,165.8,35.6,166.3,29.523
Millets,19.65,210.0,37.3,174.5,0.634
Soybean,23.06,87.7,20.3,99.5,1.157
Mustard,22.47,88.3,25.8,114.8,0.73
Sugarcane,24.26,130.9,16.9,55.8,23.846
Sugarcane,4.23,32.1,20.7,119.8,25.409
Wheat,9.42,283.2,25.1,126.0,1.217
Maize,18.83,325.5,20.6,112.5,1.598
Tomato,3.24,217.0,27.8,126.5,11.157
Groundnut,5.93,159.7,28.1,74.1,1.1
Tomato,3.26,105.1,30.1,117.0,11.843
Potato,4.71,369.8,25.5,46.8,5.393
Cotton,7.01,334.3,39.2,103.0,0.501
Sugarcane,9.34,260.8,33.8,158.6,32.067
Onion,17.84,222.1,40.3,22.8,4.658
Wheat,3.77,31.9,39.0,110.9,1.445
Tomato,9.75,395.7,35.2,144.3,7.084
Potato,1.13,323.0,13.4,24.9,4.836
Rice,10.52,243.8,41.2,61.9,1.817
Onion,5.94,189.7,35.3,92.2,5.867
Onion,12.45,80.4,14.0,44.7,8.477
Chickpea,5.1,93.1,30.3,100.0,0.92
Rice,4.01,282.9,26.3,146.2,2.32
Sugarcane,2.58,332.8,13.2,80.8,26.446
Banana,12.3,323.6,26.4,183.9,18.933
Tomato,12.08,31.8,29.3,88.6,11.328
Wheat,11.11,251.2,34.0,184.1,1.067
Onion,13.92,371.4,20.5,138.3,5.977
Groundnut,18.71,380.8,33.0,107.6,0.83
Mustard,19.6,300.4,15.5,65.8,0.509
Rice,16.67,348.1,23.0,48.0,1.463
Wheat,12.3,336.3,14.3,46.6,1.022
Wheat,22.11,265.2,12.5,5.4,0.852
Groundnut,2.77,103.7,33.0,54.7,1.13
Groundnut,8.92,116.0,24.2,40.2,1.237
Soybean,8.25,297.0,20.8,57.7,0.969
Mustard,0.6,85.0,35.2,77.7,0.659
Onion,3.76,328.9,30.7,37.1,5.056
Groundnut,7.58,111.7,17.5,78.1,1.173
Banana,12.2,343.5,17.9,164.2,21.355
Banana,18.9,124.3,25.4,13.4,19.65
Rice,3.25,108.5,13.0,206.6,1.913
Mustard,8.47,378.5,41.2,174.8,0.391
Tomato,8.56,355.6,27.0,139.1,8.671
Millets,24.69,256.2,32.6,11.1,0.561
Rice,7.46,337.5,26.6,84.6,2.101
Groundnut,9.37,319.1,37.4,83.4,0.778
Soybean,24.39,163.7,30.9,29.7,0.952
Mustard,6.45,108.9,26.2,64.7,0.782
Sugarcane,11.49,40.8,25.2,21.8,23.104
Millets,19.92,183.2,12.0,112.6,0.589
Wheat,18.07,377.8,17.1,60.8,1.0
Wheat,20.79,266.7,17.7,183.8,1.259
Potato,2.55,377.0,29.5,72.9,5.64
Onion,14.22,350.7,32.4,167.6,5.855
Wheat,0.74,189.1,13.1,17.9,1.187
Potato,5.77,191.7,38.3,149.2,7.835
Banana,11.83,313.0,25.3,47.8,20.81
Rice,13.09,67.5,39.2,202.6,1.971
Soybean,7.67,84.8,29.6,43.8,1.013
Groundnut,4.93,105.8,14.7,69.3,1.162
Millets,0.89,261.8,23.5,69.9,0.678
Soybean,20.66,35.5,29.3,91.3,1.08
Mustard,7.98,91.4,34.9,98.4,0.671
Soybean,10.33,231.1,41.2,36.6,0.808
Millets,12.01,205.4,39.9,100.2,0.599
Groundnut,11.42,361.5,30.5,175.2,0.926
Groundnut,21.96,388.6,40.7,216.2,0.745
Tomato,2.15,127.5,35.6,79.4,10.054
Tomato,14.87,240.7,23.1,194.7,10.446
Soybean,21.04,308.1,41.4,26.6,0.685
Rice,8.07,114.2,18.2,158.1,1.823
Maize,7.01,171.9,19.2,15.4,1.888
Tomato,3.06,266.7,24.8,16.0,7.384
Chickpea,15.92,273.5,38.8,63.0,0.424
Wheat,12.13,329.5,29.0,207.7,1.217
Millets,16.75,112.5,18.2,84.0,0.924
Onion,8.71,294.4,14.7,164.6,4.94
Millets,16.9,162.0,16.0,129.3,0.68
Maize,7.45,201.6,27.6,154.6,2.72
Banana,14.48,372.4,15.0,145.9,19.171
Chickpea,6.85,320.6,22.8,5.9,0.523
Maize,23.21,378.0,20.4,180.5,1.459
Groundnut,13.73,63.4,37.1,133.3,1.203
