crop,soil_type,nitrogen,phosphorus,potassium,fertilizer
Maize,Laterite,124.4,83.2,36.8,MOP
Chickpea,Alluvial,55.7,105.5,15.4,MOP
Groundnut,Laterite,10.0,138.2,69.4,Urea
Soybean,Loamy,109.4,57.1,67.3,Organic Compost
Potato,Loamy,83.7,88.3,112.7,Organic Compost
Sugarcane,Loamy,17.7,114.3,94.6,Urea
Millets,Red,120.4,108.4,8.0,MOP
Banana,Black,137.5,38.8,38.8,NPK 10-26-26
Banana,Sandy,83.3,135.6,41.6,MOP
Wheat,Laterite,40.2,57.7,77.2,Urea
Chickpea,Sandy,129.5,16.4,134.1,DAP
Chickpea,Sandy,10.6,41.5,61.3,Urea
Soybean,Laterite,8.3,45.9,68.8,Urea
Onion,Clay,30.3,7.1,18.5,NPK 20-20-20
Onion,Loamy,35.0,115.0,56.3,Urea
Wheat,Loamy,37.1,1.1,73.8,DAP
Onion,Black,126.9,107.5,72.8,MOP
Tomato,Red,69.2,35.0,117.3,DAP
Maize,Black,109.1,85.2,27.6,MOP
Wheat,Sandy,62.8,42.3,96.6,Organic Compost
Onion,Alluvial,32.8,90.5,31.4,MOP
Millets,Black,104.8,139.8,48.5,Organic Compost
Rice,Alluvial,87.1,138.3,136.2,Organic Compost
Potato,Clay,115.7,45.8,115.2,Organic Compost
Mustard,Desert,121.0,71.5,53.9,Organic Compost
Onion,Alluvial,69.8,68.2,53.4,MOP
Potato,Red,137.6,113.1,117.4,Organic Compost
Wheat,Sandy,70.7,94.8,120.9,Organic Compost
Cotton,Desert,127.9,58.7,136.8,Organic Compost
Rice,Alluvial,5.9,99.0,109.7,Urea
Maize,Laterite,75.5,62.4,9.7,MOP
Banana,Clay,10.2,87.1,88.8,Urea
Soybean,Desert,132.3,75.8,5.8,MOP
Mustard,Laterite,5.5,5.2,45.4,Urea
Groundnut,Loamy,130.6,54.8,6.7,MOP
Soybean,Red,126.2,60.4,45.1,Organic Compost
Mustard,Laterite,77.7,21.3,52.5,DAP
Potato,Clay,34.4,16.9,82.5,Urea
Maize,Red,134.7,89.0,129.7,Organic Compost
Groundnut,Loamy,57.9,57.9,6.7,MOP
Rice,Clay,119.0,14.7,2.5,NPK 10-26-26
Maize,Sandy,33.6,106.8,0.8,MOP
Tomato,Desert,6.3,121.4,128.5,Urea
Chickpea,Red,78.8,43.5,130.6,Organic Compost
Mustard,Clay,85.4,40.4,70.0,Organic Compost
Cotton,Laterite,47.8,133.9,46.8,Urea
Potato,Black,110.8,86.1,16.8,MOP
Wheat,Red,92.0,50.4,38.0,MOP
Tomato,Desert,17.1,90.2,127.7,Urea
Wheat,Desert,83.7,94.2,110.8,Organic Compost
Groundnut,Loamy,86.0,16.8,63.8,DAP
Rice,Alluvial,57.9,20.4,24.6,NPK 20-20-20
Onion,Alluvial,59.5,3.6,129.6,DAP
Onion,Black,9.2,35.1,4.0,NPK 20-20-20
Tomato,Loamy,76.1,119.3,113.3,Organic Compost
Onion,Loamy,61.9,87.4,21.2,MOP
Maize,Red,23.4,57.9,101.7,Urea
Mustard,Desert,42.3,132.7,27.1,MOP
Maize,Black,33.3,22.0,87.5,Urea
Rice,Alluvial,37.3,95.0,60.0,Urea
Groundnut,Alluvial,102.1,98.6,64.6,Organic Compost
Mustard,Black,67.9,102.0,108.0,Organic Compost
Sugarcane,Sandy,68.1,103.5,96.7,Urea
Potato,Black,45.1,37.1,62.6,Urea
Maize,Sandy,79.7,81.2,88.6,Organic Compost
Potato,Black,30.1,109.1,13.6,MOP
Potato,Red,82.9,129.4,123.0,Organic Compost
Chickpea,Loamy,5.2,110.9,52.5,Urea
Cotton,Laterite,60.9,132.0,4.6,MOP
Soybean,Black,20.3,103.9,73.2,Urea
Soybean,Loamy,70.8,28.9,133.0,DAP
Potato,Loamy,110.6,14.2,121.3,DAP
Mustard,Clay,99.8,63.2,107.8,Organic Compost
Maize,Alluvial,99.3,71.2,117.5,Organic Compost
Mustard,Black,3.0,27.5,103.8,Urea
Sugarcane,Sandy,114.9,82.2,70.9,Organic Compost
Maize,Alluvial,59.0,38.9,17.1,NPK 20-20-20
Millets,Red,64.8,19.1,54.6,DAP
Soybean,Desert,73.1,111.9,68.0,Organic Compost
Chickpea,Sandy,6.7,55.3,76.6,Urea
Onion,Desert,28.7,92.9,65.8,Urea
Potato,Desert,74.6,40.1,111.8,Organic Compost
Potato,Desert,79.3,131.2,2.5,MOP
Banana,Red,93.6,131.9,91.5,Organic Compost
Potato,Black,23.9,80.3,60.3,Urea
Tomato,Sandy,97.9,12.8,6.8,NPK 10-26-26
Maize,Sandy,125.1,60.8,11.8,MOP
Millets,Alluvial,89.2,57.9,127.3,Organic Compost
Soybean,Alluvial,52.2,25.2,39.7,NPK 20-20-20
Maize,Loamy,111.8,12.1,61.8,DAP
Mustard,Laterite,72.7,109.0,99.8,Organic Compost
Mustard,Desert,5.1,7.6,59.8,Urea
Rice,Black,21.0,96.9,59.0,Urea
Banana,Red,87.3,29.9,2.0,NPK 10-26-26
Groundnut,Black,97.1,96.7,93.5,Organic Compost
Potato,Desert,10.6,130.5,9.2,MOP
Banana,Desert,37.7,117.3,83.0,Urea
Potato,Alluvial,77.8,26.4,2.5,NPK 10-26-26
Sugarcane,Sandy,103.1,101.8,112.0,Organic Compost
Rice,Red,107.9,93.3,28.0,MOP
Millets,Black,109.0,34.6,87.2,DAP
Mustard,Desert,60.6,122.1,93.0,NPK 10-26-26
Soybean,Sandy,16.7,61.2,16.3,Urea
Soybean,Clay,25.6,84.3,120.1,Urea
Soybean,Black,123.5,48.7,70.8,Organic Compost
Banana,Red,13.0,77.6,34.6,Urea
Banana,Alluvial,120.9,129.9,24.1,MOP
Cotton,Sandy,56.5,38.4,86.3,Urea
Cotton,Black,109.0,55.3,0.7,MOP
Onion,Desert,133.5,55.1,104.2,Organic Compost
Sugarcane,Alluvial,78.6,119.3,86.1,Organic Compost
Cotton,Red,126.6,107.6,105.4,Organic Compost
Onion,Sandy,34.7,127.5,18.0,MOP
Potato,Loamy,94.3,112.7,111.8,Organic Compost
Soybean,Clay,30.0,15.7,71.9,Urea
Potato,Sandy,80.3,108.1,35.0,MOP
Millets,Red,110.0,103.9,14.6,MOP
Tomato,Clay,110.1,43.6,60.2,Organic Compost
Rice,Clay,49.6,101.8,40.0,Urea
Rice,Desert,16.5,37.6,95.8,Urea
Millets,Alluvial,4.8,122.9,68.4,Urea
Millets,Sandy,57.7,25.1,30.7,NPK 20-20-20
Chickpea,Clay,11.6,12.4,46.4,Urea
Chickpea,Loamy,1.7,136.1,96.0,Urea
Millets,Clay,64.8,109.9,77.2,Organic Compost
Chickpea,Sandy,74.3,80.3,63.9,Organic Compost
Banana,Clay,91.1,8.7,134.9,DAP
Tomato,Desert,29.5,9.7,64.0,Urea
Sugarcane,Red,0.7,24.5,139.3,Urea
Maize,Desert,79.0,84.1,76.7,Organic Compost
Rice,Desert,20.0,30.7,139.3,Urea
Tomato,Sandy,30.4,101.4,16.3,MOP
Maize,Sandy,31.9,66.8,15.4,Urea
Cotton,Black,135.8,84.7,10.5,MOP
Rice,Alluvial,102.4,51.1,20.8,MOP
Onion,Black,13.6,48.4,105.1,Urea
Sugarcane,Loamy,16.9,83.5,73.1,Urea
Rice,Loamy,69.6,66.5,134.6,Urea
Potato,Clay,91.5,2.9,2.9,NPK 10-26-26
Soybean,Alluvial,129.6,95.6,98.9,NPK 20-20-20
Maize,Desert,12.2,132.6,19.8,MOP
Chickpea,Desert,4.0,93.5,103.4,Urea
Wheat,Clay,82.0,22.5,61.6,DAP
Chickpea,Black,58.6,97.9,70.2,Urea
Banana,Alluvial,74.3,8.6,122.6,DAP
Mustard,Black,71.3,24.4,68.1,DAP
Potato,Red,20.9,106.7,63.9,Urea
Soybean,Alluvial,70.6,10.3,102.7,DAP
Rice,Desert,136.2,45.6,59.2,Organic Compost
Groundnut,Alluvial,92.2,136.7,97.4,Organic Compost
Chickpea,Sandy,121.8,6.7,71.3,DAP
Maize,Desert,16.2,103.7,53.5,Urea
Onion,Alluvial,76.8,1.2,35.0,NPK 10-26-26
Potato,Red,72.8,119.4,4.8,MOP
Onion,Sandy,92.2,70.3,55.8,MOP
Potato,Alluvial,126.5,113.2,98.2,Organic Compost
Tomato,Red,108.7,1.0,50.1,NPK 10-26-26
Onion,Laterite,99.4,43.3,111.7,Organic Compost
Mustard,Clay,75.0,80.0,49.2,Organic Compost
Sugarcane,Loamy,25.2,40.4,98.0,Urea
Tomato,Loamy,18.2,79.8,112.0,Urea
Banana,Alluvial,59.9,92.8,4.5,MOP
Tomato,Alluvial,58.6,16.0,61.1,DAP
Cotton,Loamy,42.1,24.8,136.1,Urea
Rice,Loamy,56.3,40.2,119.6,Urea
Potato,Red,13.1,36.3,38.7,NPK 20-20-20
Potato,Black,56.5,45.9,9.9,MOP
Banana,Sandy,51.1,135.5,77.8,Urea
Rice,Black,80.0,2.7,125.9,DAP
Cotton,Laterite,100.3,28.0,3.0,NPK 10-26-26
Groundnut,Desert,1.7,130.0,110.4,Urea
Maize,Red,9.5,112.4,58.0,Urea
Banana,Clay,13.8,127.1,20.1,Urea
Tomato,Alluvial,24.1,8.1,55.7,NPK 20-20-20
Wheat,Clay,116.0,74.0,71.4,Organic Compost
Potato,Clay,127.2,49.7,49.9,MOP
Tomato,Laterite,79.3,14.8,116.9,DAP
Sugarcane,Laterite,9.6,53.4,106.1,Urea
Maize,Desert,32.9,101.6,96.3,Urea
Groundnut,Clay,79.1,8.7,35.0,NPK 10-26-26
Groundnut,Loamy,42.2,31.7,18.2,NPK 20-20-20
Rice,Loamy,68.5,117.5,0.5,MOP
Wheat,Sandy,20.7,25.6,82.8,Urea
Cotton,Black,128.2,32.1,29.7,NPK 10-26-26
Potato,Alluvial,55.5,68.5,25.6,MOP
Millets,Black,95.4,55.0,102.8,Organic Compost
Onion,Laterite,87.7,1.0,96.7,DAP
Groundnut,Loamy,73.3,78.2,98.3,Organic Compost
Rice,Laterite,11.6,32.8,26.5,NPK 20-20-20
Groundnut,Loamy,116.3,73.1,104.3,Organic Compost
Tomato,Black,100.9,45.9,38.9,MOP
Maize,Black,128.0,115.3,123.0,Organic Compost
Sugarcane,Loamy,56.4,56.1,119.1,Urea
Millets,Laterite,139.5,49.6,115.2,Organic Compost
Chickpea,Alluvial,83.1,67.1,110.1,MOP
Rice,Laterite,67.3,70.9,31.5,MOP
Banana,Black,72.3,30.5,137.6,DAP
Banana,Alluvial,87.7,61.6,28.8,MOP
Chickpea,Red,76.6,114.0,63.3,Organic Compost
Tomato,Clay,134.7,28.7,22.4,NPK 10-26-26
Sugarcane,Loamy,23.5,102.1,43.1,Urea
Wheat,Clay,53.9,54.1,67.3,Urea
Maize,Sandy,46.0,2.1,86.3,DAP
Soybean,Black,29.6,124.8,33.3,Urea
Soybean,Clay,136.0,58.8,74.6,Organic Compost
Sugarcane,Sandy,39.6,102.2,2.9,MOP
Millets,Alluvial,65.9,90.1,107.5,Organic Compost
Onion,Red,55.5,102.3,38.0,MOP
Sugarcane,Desert,130.2,84.4,65.6,Organic Compost
Maize,Loamy,13.6,43.0,64.2,Urea
Mustard,Sandy,49.3,19.9,16.7,NPK 20-20-20
Cotton,Desert,71.4,21.4,9.5,NPK 10-26-26
Rice,Laterite,125.8,137.7,83.1,Organic Compost
Potato,Sandy,97.8,76.9,94.7,Organic Compost
Maize,Sandy,58.4,108.6,138.7,Urea
Millets,Loamy,56.3,90.8,75.3,Urea
Cotton,Sandy,127.3,43.3,18.0,MOP
Tomato,Desert,126.8,104.0,55.6,MOP
Potato,Desert,48.6,1.9,87.7,Organic Compost
Maize,Desert,23.5,52.4,132.5,Urea
Millets,Alluvial,14.5,138.0,136.0,Urea
Millets,Sandy,103.0,14.0,32.9,NPK 10-26-26
Chickpea,Black,72.9,34.2,78.1,DAP
Wheat,Black,6.6,138.6,15.8,Urea
Rice,Laterite,42.5,111.2,47.3,Urea
Onion,Loamy,121.0,114.7,30.5,MOP
Soybean,Clay,128.7,134.9,103.2,Organic Compost
Maize,Red,121.1,128.2,13.7,MOP
Wheat,Black,35.2,53.6,43.6,Urea
Soybean,Alluvial,85.9,81.4,110.2,Organic Compost
Onion,Red,97.6,99.6,62.9,Organic Compost
Onion,Desert,45.7,21.0,133.4,DAP
Banana,Black,120.0,35.3,115.8,DAP
Chickpea,Laterite,129.9,113.3,18.2,MOP
Mustard,Clay,75.8,38.6,32.8,NPK 10-26-26
Onion,Laterite,72.6,83.7,14.1,MOP
Mustard,Black,9.1,125.8,20.7,Urea
Onion,Loamy,125.5,6.9,30.2,NPK 10-26-26
Banana,Loamy,83.2,2.4,121.4,DAP
Rice,Clay,134.9,102.5,4.3,MOP
Potato,Loamy,14.5,37.9,23.6,NPK 20-20-20
Soybean,Clay,98.1,106.9,84.2,Organic Compost
Cotton,Black,35.1,82.8,113.4,Urea
Chickpea,Desert,106.7,32.6,32.3,NPK 10-26-26
Sugarcane,Sandy,71.8,9.4,67.5,DAP
Cotton,Black,88.9,37.8,77.8,DAP
Maize,Black,103.5,94.7,43.8,MOP
Banana,Clay,73.0,11.6,61.7,DAP
Millets,Red,90.1,129.0,20.5,MOP
Banana,Loamy,93.4,118.3,52.6,Organic Compost
Wheat,Red,39.8,71.9,1.0,MOP
Cotton,Black,16.8,53.8,14.6,Urea
Tomato,Sandy,91.2,132.3,128.8,Organic Compost
Maize,Sandy,37.3,24.9,132.9,Urea
Tomato,Loamy,76.8,0.8,20.8,NPK 10-26-26
Banana,Black,67.0,111.3,112.1,Urea
Maize,Black,60.5,87.8,81.4,Urea
Wheat,Red,10.0,54.3,72.5,Urea
Tomato,Red,36.0,59.8,96.5,Urea
Cotton,Clay,89.8,15.0,3.3,NPK 10-26-26
Cotton,Alluvial,90.1,131.7,18.7,MOP
Banana,Clay,70.8,59.8,66.3,Urea
Wheat,Black,134.7,90.1,40.1,MOP
Maize,Laterite,19.7,135.1,93.2,Urea
Groundnut,Alluvial,39.6,132.4,21.8,MOP
Millets,Clay,53.0,124.1,129.2,Urea
Rice,Laterite,82.2,42.9,18.2,MOP
Sugarcane,Desert,8.2,96.3,132.9,Urea
Groundnut,Alluvial,2.1,70.6,131.6,Urea
Tomato,Red,111.4,112.2,132.1,Organic Compost
Cotton,Loamy,131.4,86.0,84.2,Organic Compost
Groundnut,Clay,125.8,1.5,43.0,NPK 10-26-26
Rice,Loamy,106.1,99.8,7.2,MOP
Mustard,Red,125.4,49.0,36.3,MOP
Mustard,Black,40.8,3.0,54.7,DAP
Chickpea,Black,48.0,43.9,39.7,Urea
Potato,Laterite,128.4,39.4,110.7,DAP
Sugarcane,Laterite,97.9,24.4,53.2,DAP
Potato,Sandy,127.3,83.5,98.2,Organic Compost
Chickpea,Desert,103.7,18.4,17.0,NPK 10-26-26
Groundnut,Red,134.7,22.2,14.7,NPK 10-26-26
Sugarcane,Red,51.6,27.6,12.3,NPK 20-20-20
Maize,Red,72.8,104.4,24.7,MOP
Mustard,Loamy,12.0,61.4,41.4,Organic Compost
Chickpea,Loamy,77.0,44.9,66.1,Organic Compost
Soybean,Laterite,118.7,100.0,39.2,MOP
Rice,Sandy,31.4,127.1,116.6,Urea
Wheat,Clay,26.8,3.5,134.6,DAP
Rice,Laterite,118.0,10.6,103.6,DAP
Cotton,Clay,60.4,48.5,124.9,Organic Compost
Onion,Desert,44.8,17.5,33.0,NPK 20-20-20
Soybean,Black,53.2,126.8,13.1,MOP
Wheat,Laterite,90.6,68.5,122.7,Organic Compost
Mustard,Loamy,18.2,68.6,16.1,Urea
Groundnut,Laterite,109.7,58.6,88.3,Organic Compost
Chickpea,Sandy,134.0,62.7,1.4,MOP
Cotton,Black,65.5,4.5,62.0,DAP
Sugarcane,Black,69.8,35.5,36.5,NPK 20-20-20
Onion,Sandy,122.3,39.0,9.9,NPK 10-26-26
Tomato,Loamy,103.5,105.9,120.9,NPK 10-26-26
Millets,Alluvial,5.0,43.9,107.2,Urea
Millets,Alluvial,49.7,81.1,123.1,Urea
Rice,Alluvial,65.5,111.8,14.1,MOP
Millets,Red,117.4,91.8,20.9,MOP
Banana,Alluvial,45.6,46.1,118.7,NPK 20-20-20
Tomato,Laterite,33.4,3.8,30.3,NPK 20-20-20
Onion,Loamy,60.9,66.0,122.9,Organic Compost
Banana,Sandy,90.6,72.4,42.7,MOP
Maize,Laterite,80.0,78.3,115.9,Organic Compost
Potato,Laterite,64.4,109.2,46.2,MOP
Soybean,Clay,19.4,44.4,126.8,Urea
Tomato,Red,30.4,7.6,67.0,DAP
Maize,Sandy,3.9,73.3,46.2,Urea
Onion,Laterite,137.3,116.0,98.1,Organic Compost
Chickpea,Loamy,61.9,111.3,127.2,Organic Compost
Tomato,Loamy,95.5,56.0,1.2,MOP
Banana,Desert,120.3,123.0,56.3,Organic Compost
Rice,Sandy,75.7,21.2,80.6,DAP
Maize,Sandy,132.3,101.9,36.3,MOP
Rice,Loamy,101.7,20.7,73.6,DAP
Wheat,Alluvial,101.9,123.3,111.4,Organic Compost
Wheat,Clay,72.5,66.8,4.5,NPK 10-26-26
Potato,Clay,43.0,113.0,15.6,MOP
Sugarcane,Black,4.3,72.8,12.0,Urea
Tomato,Sandy,85.2,31.0,101.5,DAP
Potato,Laterite,12.9,13.5,27.2,NPK 20-20-20
Chickpea,Clay,16.6,123.1,77.6,Urea
Wheat,Sandy,7.8,135.6,7.6,Urea
Cotton,Black,57.1,104.5,107.1,Urea
Tomato,Sandy,29.9,80.2,13.9,MOP
Chickpea,Laterite,35.3,121.1,136.6,Urea
Potato,Clay,66.2,5.3,13.0,NPK 10-26-26
Maize,Black,34.6,59.3,2.9,MOP
Rice,Laterite,55.3,28.2,124.9,Urea
Mustard,Red,54.9,75.5,34.9,MOP
Chickpea,Alluvial,57.6,95.9,103.4,Urea
Tomato,Red,25.8,98.1,114.7,Urea
Chickpea,Clay,131.8,93.6,15.5,MOP
Banana,Red,42.5,5.1,101.5,DAP
Cotton,Black,54.4,57.7,63.4,Urea
Groundnut,Sandy,53.2,9.0,108.6,DAP
Wheat,Alluvial,60.1,21.4,41.9,NPK 10-26-26
Mustard,Red,110.4,16.3,56.0,DAP
Groundnut,Black,81.6,9.7,9.3,NPK 10-26-26
Soybean,Laterite,49.2,96.1,11.9,MOP
Soybean,Sandy,54.6,65.6,55.7,Urea
Onion,Clay,94.0,42.4,109.1,Organic Compost
Rice,Sandy,62.4,76.7,77.1,Urea
Sugarcane,Laterite,101.3,132.2,101.6,Organic Compost
Potato,Alluvial,13.7,88.8,87.5,Urea
Sugarcane,Sandy,24.1,31.5,66.7,Urea
Groundnut,Sandy,15.1,57.7,47.3,Urea
Maize,Loamy,25.7,105.5,67.2,Urea
Mustard,Desert,28.6,27.4,135.4,Urea
Potato,Alluvial,79.0,76.6,106.9,Organic Compost
Groundnut,Clay,45.4,79.6,49.2,Urea
Wheat,Alluvial,33.9,124.5,100.2,Urea
Millets,Red,57.5,139.3,90.8,Urea
Wheat,Sandy,44.9,68.3,89.8,Urea
Rice,Clay,38.4,39.4,19.3,NPK 20-20-20
Groundnut,Laterite,107.3,57.9,120.3,Organic Compost
Cotton,Desert,99.5,11.9,10.0,NPK 10-26-26
Wheat,Desert,92.8,100.3,89.5,Organic Compost
Wheat,Desert,108.2,121.8,97.0,Organic Compost
Onion,Desert,68.7,15.1,113.6,DAP
Chickpea,Loamy,34.7,13.4,15.5,NPK 20-20-20
Millets,Laterite,105.9,126.7,31.7,MOP
Potato,Sandy,36.3,70.8,62.1,Urea
Mustard,Clay,14.5,67.8,134.3,Urea
Millets,Desert,130.1,33.7,11.4,NPK 10-26-26
Onion,Clay,49.1,17.7,56.7,NPK 20-20-20
Wheat,Desert,67.1,17.8,97.8,DAP
Cotton,Sandy,133.7,107.7,91.3,Organic Compost
Wheat,Desert,41.8,70.0,115.5,Urea
Soybean,Sandy,52.7,100.5,97.6,Urea
Potato,Desert,18.8,56.3,106.8,Urea
Groundnut,Sandy,45.9,20.6,103.8,DAP
Potato,Sandy,95.1,114.4,21.7,MOP
Mustard,Red,104.5,81.2,7.6,MOP
Soybean,Black,36.8,91.6,117.7,Urea
Onion,Clay,124.3,17.7,37.7,NPK 10-26-26
Potato,Red,111.1,88.1,80.6,Organic Compost
Potato,Red,82.8,21.9,139.4,DAP
Wheat,Red,110.2,14.2,56.7,DAP
Wheat,Red,32.6,35.1,82.9,Urea
Mustard,Alluvial,22.2,112.4,48.3,Urea
Wheat,Sandy,83.9,70.7,45.7,Organic Compost
Maize,Loamy,119.9,104.1,40.2,MOP
Wheat,Laterite,59.1,50.9,111.9,Organic Compost
Banana,Sandy,30.2,97.2,61.3,NPK 10-26-26
Banana,Alluvial,43.9,98.5,69.4,NPK 10-26-26
Maize,Sandy,135.7,31.1,120.8,DAP
Sugarcane,Alluvial,102.2,61.8,111.1,Organic Compost
Chickpea,Alluvial,17.7,49.3,67.5,Urea
Maize,Clay,112.2,75.5,13.0,MOP
Maize,Alluvial,12.8,35.7,129.2,Urea
Potato,Alluvial,128.6,109.7,84.5,Organic Compost
Sugarcane,Red,42.1,89.6,82.3,Urea
Maize,Red,72.6,118.4,17.7,MOP
Cotton,Desert,105.0,61.8,102.4,Organic Compost
Cotton,Clay,1.8,18.4,15.0,NPK 10-26-26
Onion,Loamy,101.1,93.3,73.3,Organic Compost
Sugarcane,Sandy,3.8,127.4,43.2,Urea
Cotton,Laterite,85.6,86.9,139.3,Organic Compost
Rice,Sandy,109.1,42.6,46.3,Organic Compost
Rice,Loamy,56.0,133.1,37.1,NPK 10-26-26
Onion,Black,6.2,57.1,116.3,Urea
Millets,Sandy,129.7,57.2,42.4,MOP
Rice,Loamy,45.8,15.1,130.5,Urea
Wheat,Sandy,9.5,73.8,94.5,Urea
Chickpea,Alluvial,83.1,84.4,43.7,MOP
Tomato,Alluvial,41.4,123.6,24.0,MOP
Millets,Sandy,112.4,11.4,82.9,DAP
Maize,Black,4.3,118.2,61.6,Urea
Wheat,Loamy,52.8,11.2,40.2,NPK 20-20-20
Wheat,Loamy,56.5,15.0,88.9,DAP
Millets,Loamy,8.9,14.5,132.3,Urea
Millets,Red,96.3,110.9,127.5,Organic Compost
Wheat,Desert,14.5,115.7,38.1,Urea
Soybean,Clay,106.7,84.5,30.0,MOP
Tomato,Alluvial,99.3,16.2,36.2,NPK 10-26-26
Tomato,Clay,56.1,74.8,29.2,MOP
Soybean,Loamy,27.2,96.6,62.9,Urea
Onion,Black,55.4,129.5,124.0,Urea
Onion,Alluvial,57.2,82.2,35.6,MOP
Groundnut,Loamy,24.6,122.4,10.4,Urea
Wheat,Loamy,137.7,105.2,21.4,MOP
Groundnut,Alluvial,102.1,23.6,100.0,DAP
Millets,Laterite,92.5,125.3,105.4,Organic Compost
Groundnut,Red,75.0,37.0,70.8,DAP
Tomato,Laterite,36.6,20.5,126.2,Urea
Chickpea,Black,77.2,64.6,54.0,Organic Compost
Groundnut,Loamy,9.6,58.1,100.9,Urea
Potato,Desert,33.0,69.5,94.4,Urea
Mustard,Alluvial,71.9,135.3,56.9,Organic Compost
Soybean,Alluvial,57.7,25.9,116.9,DAP
Rice,Desert,52.4,63.7,44.1,Urea
Sugarcane,Loamy,26.1,8.3,118.9,Urea
Soybean,Desert,45.8,121.9,55.8,Urea
Maize,Laterite,77.5,60.5,110.0,Organic Compost
Potato,Desert,10.4,100.9,130.1,Urea
Maize,Desert,96.9,2.0,94.0,DAP
Chickpea,Alluvial,57.3,5.4,41.0,NPK 20-20-20
Mustard,Desert,95.9,51.4,55.5,MOP
Cotton,Clay,72.7,66.7,12.8,MOP
Onion,Sandy,53.6,46.3,46.0,MOP
Sugarcane,Clay,83.8,9.6,135.7,DAP
Potato,Black,22.4,130.5,101.0,Urea
Banana,Black,35.4,117.4,53.1,Urea
Rice,Desert,108.6,53.5,127.4,Organic Compost
Onion,Black,59.5,32.8,48.1,NPK 20-20-20
Mustard,Laterite,19.1,17.4,96.2,Urea
Potato,Sandy,104.9,45.2,9.6,MOP
Maize,Red,84.2,8.2,63.5,DAP
Chickpea,Sandy,5.8,41.4,90.1,Urea
Groundnut,Sandy,139.1,50.5,95.3,Organic Compost
Millets,Red,54.3,137.3,17.9,MOP
Maize,Laterite,23.5,74.9,128.4,Urea
Potato,Alluvial,35.8,105.1,80.8,Urea
Maize,Red,137.0,27.4,113.7,DAP
Mustard,Loamy,35.9,55.9,125.9,Urea
Maize,Sandy,4.7,9.0,131.4,Urea
Potato,Laterite,28.1,5.6,136.5,MOP
Millets,Black,95.7,131.3,16.4,MOP
Potato,Red,95.2,13.5,121.1,DAP
Groundnut,Desert,70.3,124.3,75.7,Organic Compost
Millets,Alluvial,114.0,57.7,84.0,Organic Compost
Soybean,Clay,80.5,86.8,72.9,Organic Compost
Sugarcane,Laterite,108.7,113.5,72.4,Organic Compost
Tomato,Red,117.6,128.3,37.4,MOP
Millets,Red,128.6,131.0,70.7,Organic Compost
Millets,Loamy,53.0,113.4,15.2,MOP
Wheat,Black,87.1,99.2,117.2,Organic Compost
Onion,Desert,95.5,128.1,38.6,MOP
Banana,Alluvial,17.5,31.7,14.4,NPK 20-20-20
Chickpea,Laterite,126.9,66.7,98.0,Organic Compost
Tomato,Desert,4.9,97.6,133.1,Urea
Onion,Clay,41.9,63.3,19.1,MOP
Onion,Alluvial,109.0,133.4,98.1,Organic Compost
Soybean,Loamy,26.8,100.9,41.9,Urea
Chickpea,Desert,52.2,40.5,4.4,MOP
Maize,Black,89.5,51.3,110.3,Organic Compost
Sugarcane,Black,110.9,21.4,19.7,NPK 10-26-26
Potato,Red,138.2,112.6,124.6,Organic Compost
Banana,Sandy,84.6,13.9,111.1,DAP
Onion,Desert,131.6,15.1,123.5,DAP
Banana,Sandy,25.7,56.1,12.6,Urea
Banana,Clay,128.7,35.6,87.0,DAP
Millets,Black,60.0,131.8,110.7,Urea
Groundnut,Alluvial,57.7,83.7,92.2,Urea
Rice,Clay,12.6,125.0,70.9,Urea
Maize,Laterite,105.0,102.3,26.0,MOP
Banana,Alluvial,85.5,80.6,3.7,MOP
Groundnut,Red,70.0,13.9,125.8,DAP
Groundnut,Red,92.9,100.7,52.9,Organic Compost
Groundnut,Black,23.1,34.2,84.5,Urea
Maize,Loamy,95.4,8.9,127.3,DAP
Maize,Red,40.0,71.6,59.7,Urea
Potato,Clay,64.2,110.8,76.2,Organic Compost
Wheat,Loamy,52.6,0.3,129.6,Organic Compost
Banana,Clay,19.5,2.9,49.7,Urea
Potato,Alluvial,36.8,39.1,13.3,NPK 20-20-20
Millets,Desert,97.3,43.6,33.4,MOP
Cotton,Red,42.2,128.4,30.9,Urea
Cotton,Sandy,45.0,109.5,101.7,MOP
Mustard,Desert,13.4,97.8,104.6,Urea
Soybean,Loamy,125.4,93.7,74.7,Organic Compost
Cotton,Clay,91.4,9.6,46.8,DAP
Potato,Loamy,104.0,84.8,82.1,Organic Compost
Onion,Sandy,128.3,118.5,122.1,Organic Compost
Mustard,Black,71.9,74.8,68.0,Organic Compost
Maize,Black,22.6,38.4,20.0,NPK 20-20-20
Cotton,Alluvial,12.3,63.1,84.2,Urea
Wheat,Loamy,136.0,17.0,92.5,DAP
Wheat,Laterite,71.7,38.8,115.9,DAP
Banana,Loamy,56.0,127.9,130.1,Urea
Mustard,Sandy,63.5,27.2,91.8,DAP
Millets,Alluvial,36.5,87.4,25.3,Urea
Groundnut,Loamy,23.3,114.8,27.8,Urea
Banana,Laterite,11.6,12.6,134.2,Urea
Millets,Alluvial,64.3,0.9,26.3,NPK 10-26-26
Cotton,Clay,55.1,95.5,45.5,Urea
Chickpea,Black,108.4,77.6,73.7,Organic Compost
Millets,Clay,47.5,58.5,25.7,MOP
Potato,Laterite,55.8,50.4,127.0,Urea
