soil_type,temperature,humidity,rainfall,ph,crop
Black,25.6,50.3,119.9,7.98,Cotton
Alluvial,27.5,81.1,196.9,7.39,Sugarcane
Loamy,30.7,70.3,241.6,7.05,Sugarcane
Alluvial,25.5,85.5,154.3,7.19,Sugarcane
Alluvial,28.2,77.3,73.0,6.45,Tomato
Black,27.2,46.9,53.1,7.46,Cotton
Alluvial,15.4,54.9,101.4,6.29,Wheat
Red,21.7,75.7,82.7,6.91,Tomato
Black,27.4,48.6,84.6,6.27,Millets
Loamy,22.9,58.2,81.7,6.98,Chickpea
Sandy,34.6,47.6,90.6,6.41,Millets
Loamy,27.6,60.2,159.1,6.47,Soybean
Red,27.3,54.4,125.5,6.98,Tomato
Alluvial,19.6,64.2,89.2,7.41,Chickpea
Alluvial,18.9,60.3,87.5,6.37,Onion
Loamy,19.4,51.4,57.5,6.13,Mustard
Red,27.0,76.2,107.8,6.1,Soybean
Alluvial,26.2,74.3,136.7,6.54,Sugarcane
Loamy,28.1,79.4,159.8,6.77,Maize
Red,23.7,84.2,155.8,6.32,Soybean
Laterite,28.4,70.2,185.3,6.69,Banana
Laterite,28.2,76.7,242.6,6.26,Rice
Alluvial,34.0,75.8,138.4,6.36,Sugarcane
Loamy,19.7,52.9,72.5,6.64,Mustard
Sandy,27.4,42.2,47.2,6.82,Millets
Loamy,23.1,80.1,78.8,6.2,Potato
Black,27.6,73.0,101.6,6.61,Onion
Clay,25.0,70.1,269.9,6.14,Rice
Red,33.3,58.9,76.8,5.74,Millets
Loamy,28.9,68.7,103.7,6.12,Soybean
Alluvial,23.4,49.2,88.7,7.45,Chickpea
Alluvial,29.1,90.5,162.1,6.73,Sugarcane
Red,32.3,69.9,63.7,5.99,Groundnut
Red,32.1,49.7,35.7,7.51,Millets
Loamy,26.4,83.5,152.9,6.04,Soybean
Sandy,27.6,47.0,73.3,6.34,Groundnut
Loamy,32.9,75.3,227.8,6.13,Sugarcane
Black,22.5,45.1,72.9,7.39,Mustard
Alluvial,22.2,66.8,66.9,5.35,Potato
Loamy,29.4,77.9,78.8,6.37,Soybean
Laterite,23.8,60.3,80.3,6.76,Groundnut
Desert,23.6,73.6,141.9,6.41,Maize
Clay,26.0,90.2,177.9,6.55,Banana
Loamy,32.0,47.3,56.5,6.27,Cotton
Clay,32.3,73.7,187.9,6.44,Rice
Alluvial,22.2,60.0,86.1,6.94,Chickpea
Laterite,36.0,34.6,73.2,5.84,Millets
Alluvial,23.1,56.7,38.8,6.92,Mustard
Black,32.1,49.1,61.1,7.99,Cotton
Black,18.9,65.2,56.9,7.27,Wheat
Alluvial,35.0,92.0,282.6,5.72,Rice
Laterite,24.9,58.0,69.0,7.38,Mustard
Red,22.4,76.6,108.3,5.83,Maize
Alluvial,26.2,70.8,100.7,6.46,Maize
Alluvial,24.0,83.6,57.0,5.97,Potato
Red,33.1,66.1,35.3,6.07,Millets
Red,25.1,66.8,83.6,5.8,Maize
Black,20.4,70.6,58.1,6.26,Wheat
Laterite,28.2,55.1,87.7,6.02,Groundnut
Alluvial,18.9,57.8,82.3,7.45,Chickpea
Laterite,31.5,75.5,213.5,7.12,Banana
Red,29.3,70.3,51.4,6.01,Groundnut
Loamy,23.6,60.2,162.4,6.81,Maize
Loamy,16.4,42.5,34.1,6.95,Mustard
Alluvial,23.7,90.5,140.7,6.85,Banana
Loamy,20.9,70.2,63.7,7.14,Maize
Black,21.5,54.8,50.1,6.51,Chickpea
Alluvial,32.9,76.2,150.8,7.52,Sugarcane
Sandy,26.6,44.1,61.7,5.53,Millets
Black,27.5,81.7,138.8,6.72,Soybean
Alluvial,20.1,49.4,90.1,6.17,Chickpea
Red,22.2,84.6,173.4,6.03,Soybean
Black,28.0,70.9,74.7,6.91,Cotton
Black,18.5,50.1,48.7,7.0,Wheat
Black,23.3,61.0,118.3,6.04,Soybean
Alluvial,18.0,52.2,43.5,6.77,Mustard
Laterite,34.7,44.1,89.0,7.23,Millets
Alluvial,16.3,56.9,71.2,6.19,Wheat
Red,27.2,65.2,119.8,6.98,Cotton
Black,31.6,63.4,135.5,6.12,Soybean
Alluvial,24.8,83.6,166.8,7.09,Sugarcane
Red,31.1,76.5,101.2,6.82,Soybean
Black,25.6,68.8,62.4,6.92,Onion
Loamy,32.6,70.2,156.3,6.03,Sugarcane
Alluvial,29.7,77.2,212.1,6.99,Banana
Loamy,23.3,62.4,120.6,6.15,Soybean
Black,28.2,79.0,153.6,6.09,Soybean
Black,26.1,50.2,79.7,7.13,Onion
Black,25.0,81.4,88.0,6.87,Soybean
Loamy,16.0,51.9,33.2,7.09,Mustard
Red,23.2,73.2,77.5,7.2,Soybean
Alluvial,27.2,82.9,158.1,7.42,Sugarcane
Alluvial,31.6,82.0,238.2,6.97,Banana
Loamy,30.1,64.4,60.6,7.19,Onion
Black,22.3,52.1,39.4,7.44,Chickpea
Black,17.7,65.9,88.2,7.3,Wheat
Black,23.2,43.5,50.2,6.59,Chickpea
Loamy,23.1,59.4,44.9,6.61,Onion
Sandy,19.7,70.8,130.7,5.66,Potato
Black,24.9,55.2,95.1,6.09,Onion
Black,26.6,78.5,182.5,6.43,Sugarcane
Laterite,32.4,88.0,225.6,7.15,Banana
Laterite,29.6,89.9,281.9,5.52,Rice
Alluvial,23.0,55.6,34.1,7.5,Chickpea
Sandy,29.1,64.6,67.1,6.71,Groundnut
Laterite,33.1,80.4,179.2,7.28,Banana
Alluvial,28.1,70.6,257.1,5.75,Rice
Black,34.7,49.2,54.7,7.15,Cotton
Red,27.9,66.6,96.0,6.06,Maize
Alluvial,21.9,59.0,97.9,6.58,Wheat
Loamy,36.0,49.5,87.5,7.05,Cotton
Black,24.0,47.4,37.5,6.24,Chickpea
Sandy,34.9,63.5,37.3,6.97,Millets
Clay,28.5,87.5,252.7,5.92,Rice
Loamy,20.1,51.1,111.2,6.15,Onion
Sandy,24.1,61.6,67.6,6.34,Potato
Alluvial,18.3,66.1,80.0,6.22,Onion
Laterite,23.7,69.6,262.3,6.85,Banana
Alluvial,23.7,87.7,219.2,6.52,Sugarcane
Laterite,26.6,91.4,170.7,5.52,Rice
Alluvial,27.3,54.6,57.5,6.81,Tomato
Loamy,27.5,63.7,108.3,7.26,Onion
Red,29.3,61.8,90.8,7.95,Millets
Clay,30.3,72.4,162.6,6.38,Rice
Alluvial,29.1,81.5,267.8,6.56,Rice
Loamy,32.4,66.9,143.1,7.04,Maize
Laterite,33.1,74.8,281.6,5.54,Rice
Black,18.4,66.7,84.9,6.7,Wheat
Alluvial,18.1,41.1,33.4,7.0,Mustard
Loamy,33.6,88.0,225.8,6.73,Banana
Loamy,27.4,78.2,124.9,6.79,Tomato
Loamy,21.2,81.2,82.8,5.29,Potato
Alluvial,32.4,79.5,168.0,7.0,Banana
Loamy,26.3,69.9,73.9,6.59,Tomato
Alluvial,23.8,67.2,60.0,6.95,Maize
Loamy,18.8,71.3,50.7,6.92,Onion
Black,33.0,62.0,67.6,6.58,Cotton
Desert,31.2,35.0,72.9,7.06,Millets
Loamy,25.0,55.9,79.8,6.45,Maize
Black,26.5,53.8,84.6,7.41,Onion
Loamy,21.0,50.1,71.0,7.47,Mustard
Sandy,35.0,52.2,46.3,6.52,Millets
Loamy,26.8,66.8,78.2,6.62,Cotton
Laterite,29.2,59.2,36.1,7.58,Millets
Alluvial,16.0,67.8,73.4,5.63,Potato
Black,14.3,60.2,43.3,7.27,Mustard
Red,31.2,47.2,88.6,6.71,Groundnut
Desert,24.7,55.5,70.7,7.12,Millets
Desert,25.4,36.5,39.7,7.03,Millets
Desert,35.1,46.1,92.8,7.3,Millets
Black,25.2,81.1,222.2,6.52,Sugarcane
Loamy,21.0,80.6,147.7,7.14,Maize
Alluvial,20.2,75.4,117.4,5.99,Tomato
Red,33.9,70.8,83.2,6.16,Groundnut
Loamy,26.5,86.0,162.4,7.31,Banana
Loamy,18.8,66.7,72.8,7.13,Wheat
Laterite,30.8,58.2,82.3,6.72,Groundnut
Loamy,33.7,71.5,148.3,6.58,Banana
Loamy,26.4,71.2,201.4,6.93,Sugarcane
Desert,23.6,41.0,77.4,6.28,Millets
Red,33.4,51.5,66.8,5.87,Millets
Laterite,25.2,43.9,91.0,6.01,Millets
Red,27.5,56.9,101.1,6.6,Tomato
Laterite,27.8,75.5,123.1,6.52,Banana
Black,23.6,56.1,35.7,6.22,Mustard
Sandy,28.8,82.1,136.6,7.46,Soybean
Black,29.2,49.7,79.1,6.05,Onion
Laterite,30.6,76.1,251.5,6.61,Rice
Loamy,25.0,49.2,107.4,6.38,Onion
Loamy,19.9,66.5,90.2,6.75,Onion
Red,31.6,70.1,122.5,6.95,Groundnut
Alluvial,30.1,88.8,259.1,5.5,Rice
Clay,30.2,69.8,264.4,6.64,Rice
Red,31.3,47.9,88.2,6.18,Cotton
Loamy,30.1,92.3,246.7,6.12,Banana
Loamy,21.4,69.0,45.1,6.83,Onion
Sandy,22.8,73.4,97.2,6.32,Potato
Alluvial,21.5,75.1,82.9,6.01,Tomato
Black,27.1,48.2,61.1,7.9,Cotton
Loamy,25.9,64.8,96.3,7.04,Cotton
Laterite,28.9,57.4,105.7,6.01,Groundnut
Loamy,21.5,40.6,44.6,6.93,Mustard
Desert,23.6,36.2,73.1,5.94,Millets
Sandy,21.6,64.7,95.5,7.2,Soybean
Red,28.7,67.8,101.7,6.97,Maize
Black,20.1,57.1,108.1,6.47,Onion
Black,25.1,61.5,47.8,6.3,Onion
Alluvial,33.6,88.2,137.1,6.03,Banana
Loamy,25.1,81.1,188.7,6.77,Sugarcane
Red,28.8,69.1,56.1,5.81,Maize
Loamy,18.0,59.3,52.9,7.22,Wheat
Laterite,29.7,75.6,250.3,6.15,Banana
Alluvial,30.3,55.8,71.8,5.96,Millets
Black,23.1,62.0,68.7,6.62,Chickpea
Black,32.4,64.3,64.6,7.8,Cotton
Alluvial,20.3,63.9,67.3,7.14,Onion
Black,30.1,44.3,104.8,6.58,Cotton
Loamy,17.0,61.2,60.5,6.48,Wheat
Clay,33.7,76.2,239.6,6.01,Rice
Loamy,32.0,82.0,138.7,6.57,Banana
Black,20.5,53.7,58.7,7.38,Mustard
Loamy,28.8,71.7,198.6,7.4,Banana
Sandy,25.0,51.6,48.1,7.02,Groundnut
Loamy,25.8,53.7,59.6,6.54,Chickpea
Alluvial,26.1,81.7,145.3,6.65,Sugarcane
Alluvial,31.4,70.0,144.9,5.53,Rice
Alluvial,26.2,90.4,162.7,6.33,Sugarcane
Black,20.8,69.3,101.1,6.02,Wheat
Black,24.7,68.6,97.5,7.18,Cotton
Alluvial,15.5,57.6,72.2,7.13,Mustard
Black,23.6,80.1,198.4,7.0,Sugarcane
Alluvial,26.7,54.8,87.7,6.15,Onion
Loamy,24.9,39.1,64.5,6.14,Mustard
Red,22.7,71.2,97.0,7.13,Maize
Desert,23.2,52.1,61.8,6.54,Wheat
Sandy,16.4,74.7,87.0,5.49,Potato
Red,32.0,44.6,70.2,6.9,Groundnut
Alluvial,24.8,53.9,47.8,6.27,Mustard
Black,30.1,89.1,187.6,6.5,Sugarcane
Loamy,18.9,70.6,86.3,6.12,Onion
Loamy,24.4,72.9,206.1,7.43,Banana
Laterite,26.8,86.4,211.3,6.09,Banana
Alluvial,29.6,58.8,68.6,6.98,Tomato
Laterite,33.8,57.7,87.1,7.01,Groundnut
Red,24.4,54.6,72.6,6.59,Maize
Alluvial,15.6,57.7,73.2,7.22,Mustard
Red,25.1,45.5,94.5,6.66,Groundnut
Laterite,26.1,82.5,266.4,5.82,Rice
Sandy,29.9,64.3,93.1,8.07,Millets
Alluvial,17.6,54.1,87.4,7.66,Chickpea
Loamy,24.3,64.1,75.0,7.08,Chickpea
Black,28.9,69.4,107.1,7.1,Onion
Alluvial,16.6,53.2,72.3,6.01,Wheat
Loamy,32.8,85.0,201.9,7.11,Sugarcane
Black,28.3,75.3,149.7,6.77,Sugarcane
Laterite,26.7,83.7,151.6,6.47,Banana
Alluvial,27.4,80.8,188.5,5.96,Sugarcane
Alluvial,22.5,63.0,91.8,6.43,Maize
Black,20.2,52.2,44.2,6.44,Mustard
Red,20.3,78.7,63.2,6.38,Tomato
Loamy,24.3,65.8,48.3,7.0,Wheat
Red,21.4,58.8,66.9,6.89,Maize
Loamy,25.4,61.0,85.4,6.42,Tomato
Red,27.9,53.3,61.0,7.47,Cotton
Clay,27.7,78.1,159.3,5.69,Rice
Alluvial,27.4,89.0,186.7,6.68,Banana
Black,20.2,67.8,60.1,7.36,Wheat
Loamy,24.5,59.0,68.0,6.78,Chickpea
Alluvial,18.1,66.3,79.9,6.6,Onion
Sandy,32.5,70.9,105.8,6.8,Groundnut
Loamy,30.1,80.1,182.3,7.09,Banana
Red,30.9,46.5,45.7,5.44,Millets
Loamy,33.3,71.1,246.5,7.11,Banana
Loamy,30.1,77.4,215.2,7.42,Banana
Clay,25.8,71.1,199.4,6.45,Rice
Alluvial,30.8,84.9,228.1,6.46,Banana
Red,34.8,64.0,104.6,7.85,Cotton
Alluvial,29.6,84.1,212.0,7.27,Sugarcane
Alluvial,29.6,68.3,59.5,6.23,Tomato
Alluvial,24.5,46.8,120.4,6.69,Groundnut
Laterite,34.7,70.5,178.9,6.27,Rice
Alluvial,22.8,72.3,63.7,7.21,Maize
Alluvial,22.5,67.7,101.8,5.77,Maize
Alluvial,23.5,64.6,72.4,5.96,Mustard
Red,35.9,70.9,78.4,7.44,Cotton
Black,26.1,59.7,106.6,6.32,Soybean
Alluvial,29.8,71.5,279.0,5.53,Rice
Alluvial,22.3,68.4,128.7,6.44,Maize
Loamy,24.8,74.6,85.6,6.87,Tomato
Black,24.8,41.3,35.6,6.47,Chickpea
Desert,23.6,38.8,96.0,6.57,Millets
Black,28.5,82.6,190.3,6.16,Sugarcane
Alluvial,26.1,80.3,262.8,6.67,Rice
Loamy,26.1,52.9,61.3,7.52,Onion
Desert,31.2,52.1,45.8,6.73,Millets
Laterite,26.1,72.4,174.5,5.94,Rice
Loamy,22.2,55.9,109.3,5.88,Maize
Alluvial,23.4,43.6,44.0,6.75,Chickpea
Black,23.4,45.8,88.1,7.53,Chickpea
Red,23.5,51.2,70.0,6.3,Millets
Red,32.8,49.3,83.0,6.88,Cotton
Red,27.8,55.8,82.1,5.85,Maize
Alluvial,34.2,85.3,149.6,6.71,Sugarcane
Sandy,33.4,54.7,118.8,6.91,Groundnut
Loamy,17.3,57.0,64.9,6.38,Mustard
Sandy,31.7,78.4,58.2,6.93,Maize
Loamy,17.0,66.9,90.7,5.74,Potato
Alluvial,29.5,84.0,245.8,6.81,Banana
Alluvial,17.2,77.4,70.0,5.23,Potato
Red,19.9,62.1,130.6,6.37,Tomato
Red,31.5,34.2,96.3,7.92,Millets
Black,27.9,60.0,100.1,6.11,Onion
Red,22.2,68.5,125.9,6.22,Soybean
Sandy,30.3,55.0,79.8,6.25,Groundnut
Black,17.1,45.7,58.1,6.45,Mustard
Loamy,31.8,83.6,177.3,7.04,Banana
Loamy,25.1,48.4,71.2,6.84,Mustard
Black,30.7,66.9,54.3,7.59,Cotton
Red,23.5,77.9,66.5,6.72,Maize
Loamy,15.7,49.5,76.5,7.8,Chickpea
Alluvial,26.6,90.4,165.6,7.11,Sugarcane
Desert,32.7,44.7,44.1,6.8,Millets
Alluvial,25.7,65.0,58.1,7.12,Chickpea
Laterite,30.2,75.6,177.2,6.35,Banana
Black,18.7,47.8,89.1,7.59,Chickpea
Alluvial,20.8,60.7,42.0,7.44,Mustard
Loamy,23.9,65.3,91.0,6.94,Maize
Laterite,28.0,89.3,197.0,7.38,Banana
Black,29.1,66.6,84.4,6.13,Onion
Clay,35.0,73.4,176.3,6.64,Rice
Loamy,33.0,82.7,151.4,6.58,Banana
Loamy,14.9,64.7,57.7,7.36,Mustard
Red,27.4,38.9,77.7,5.44,Millets
Alluvial,23.2,63.0,73.8,7.09,Wheat
Laterite,25.0,63.0,96.0,6.33,Groundnut
Alluvial,32.9,84.9,209.8,6.58,Rice
Sandy,29.0,44.3,115.1,6.55,Groundnut
Desert,36.4,39.6,55.5,7.9,Millets
Clay,25.6,71.3,173.7,6.81,Rice
Loamy,23.3,64.2,109.3,6.32,Tomato
Alluvial,20.8,65.6,84.8,6.92,Chickpea
Alluvial,24.1,55.7,55.2,7.7,Chickpea
Black,23.5,63.7,110.6,7.0,Onion
Loamy,25.1,83.2,159.0,7.14,Soybean
Sandy,28.2,51.4,68.3,7.02,Groundnut
Alluvial,23.3,43.5,44.3,6.04,Mustard
Alluvial,26.6,85.4,244.9,5.96,Banana
Loamy,19.2,52.8,83.9,6.23,Chickpea
Red,27.4,54.2,57.8,7.51,Millets
Black,30.4,67.4,160.6,6.48,Soybean
Loamy,25.4,77.1,236.4,6.26,Sugarcane
Loamy,17.2,60.4,81.1,5.0,Potato
Loamy,33.0,50.1,104.3,7.46,Cotton
Loamy,22.8,68.0,45.0,6.84,Wheat
Black,20.9,56.2,82.6,6.54,Onion
Red,28.4,52.4,59.7,6.37,Groundnut
Clay,27.1,87.3,286.0,6.7,Rice
Laterite,29.6,82.2,163.8,7.5,Banana
Alluvial,26.7,65.1,76.7,6.22,Millets
Alluvial,31.9,61.7,149.6,7.13,Maize
Alluvial,31.7,84.3,181.3,6.47,Sugarcane
Sandy,21.2,84.9,86.7,5.43,Potato
Loamy,34.3,81.5,119.6,6.51,Banana
Loamy,34.1,77.4,115.4,7.36,Banana
Loamy,21.7,55.5,58.5,6.73,Onion
Black,33.7,58.2,119.1,6.84,Cotton
Loamy,18.6,81.1,110.1,5.78,Potato
Red,27.9,67.4,122.7,5.98,Maize
Black,22.9,54.4,74.0,6.09,Mustard
Alluvial,23.6,66.8,71.8,6.34,Tomato
Desert,32.1,62.9,39.8,7.79,Millets
Red,26.2,66.9,70.3,7.46,Cotton
Alluvial,30.1,83.4,209.3,6.38,Banana
Red,26.5,69.9,56.3,7.03,Maize
Clay,25.6,56.5,107.8,6.7,Onion
Red,30.6,63.6,101.9,7.7,Cotton
Loamy,19.9,74.9,81.4,6.39,Tomato
Sandy,29.7,67.3,106.5,6.68,Groundnut
Alluvial,29.2,76.1,162.3,6.7,Sugarcane
Black,14.8,42.4,43.2,7.17,Mustard
Alluvial,26.5,85.4,234.3,6.12,Banana
Alluvial,29.9,81.9,214.4,5.64,Rice
Black,21.4,51.6,57.4,6.89,Onion
Clay,25.0,88.0,279.7,5.85,Rice
Red,26.3,66.0,55.0,6.5,Cotton
Sandy,34.1,52.5,86.5,6.48,Groundnut
Desert,32.6,50.1,82.5,6.17,Millets
Laterite,23.9,77.4,147.1,5.69,Rice
Alluvial,32.0,86.7,195.4,6.69,Rice
Alluvial,31.0,77.7,227.1,6.48,Rice
Red,29.5,66.5,93.1,6.15,Maize
Black,18.6,68.1,59.7,7.21,Wheat
Laterite,26.9,77.1,172.0,5.89,Rice
Alluvial,30.8,73.8,136.2,7.48,Banana
Black,17.6,57.5,45.5,7.52,Chickpea
Black,33.7,78.1,228.7,6.62,Sugarcane
Loamy,33.7,75.5,165.9,7.25,Banana
Alluvial,16.2,43.6,69.4,7.42,Chickpea
Loamy,31.7,75.5,150.3,7.39,Sugarcane
Black,27.6,76.3,122.2,6.77,Soybean
Sandy,23.6,63.2,74.4,6.16,Potato
Black,29.5,81.5,150.3,6.27,Soybean
Alluvial,16.8,72.0,70.9,6.02,Potato
Alluvial,21.7,65.5,181.7,7.53,Soybean
Black,30.8,74.3,174.0,7.32,Sugarcane
Black,32.8,77.8,215.0,6.59,Sugarcane
Alluvial,22.0,59.4,105.1,5.98,Tomato
Sandy,24.3,81.1,82.7,6.01,Potato
Loamy,25.6,66.6,91.8,7.01,Cotton
Laterite,28.5,68.1,102.9,7.91,Cotton
Loamy,21.3,59.1,74.6,5.37,Potato
Black,19.3,54.5,58.4,6.36,Mustard
Loamy,21.7,57.5,35.8,6.3,Chickpea
Black,18.9,52.6,49.0,7.54,Wheat
Black,28.0,47.7,116.9,6.05,Cotton
Loamy,30.4,85.7,249.2,6.76,Rice
Loamy,21.6,62.2,141.5,4.99,Potato
Laterite,27.8,41.3,34.5,6.34,Millets
Alluvial,33.1,91.1,277.3,5.51,Rice
Loamy,26.7,61.3,65.1,7.11,Onion
Loamy,23.9,82.9,250.8,5.96,Banana
Laterite,24.0,65.7,84.5,6.74,Groundnut
Sandy,33.7,60.2,62.0,6.69,Groundnut
Alluvial,23.4,45.9,75.9,7.4,Mustard
Black,24.3,79.5,137.3,6.54,Soybean
Sandy,28.1,59.9,49.2,6.71,Groundnut
Red,24.9,65.6,169.6,6.35,Soybean
Alluvial,26.0,47.9,76.7,6.49,Chickpea
Loamy,27.6,61.1,76.3,5.82,Maize
Alluvial,26.3,45.3,34.0,6.16,Chickpea
Laterite,26.2,63.0,59.4,7.13,Millets
Alluvial,20.2,51.8,50.1,7.45,Chickpea
Black,28.3,81.4,152.1,6.42,Sugarcane
Black,25.7,51.7,84.7,7.51,Onion
Loamy,19.1,79.1,82.4,5.19,Potato
Laterite,21.5,69.2,91.5,6.24,Maize
Loamy,15.9,56.7,61.7,6.47,Mustard
Alluvial,30.3,80.1,250.7,6.22,Rice
Loamy,22.1,71.3,139.3,5.04,Potato
Alluvial,18.6,52.0,112.1,6.48,Onion
Black,21.3,41.6,53.9,6.03,Mustard
Alluvial,15.7,40.4,54.5,6.17,Mustard
Loamy,19.4,50.0,39.8,7.21,Chickpea
Alluvial,25.3,52.5,46.5,7.38,Mustard
Black,20.7,56.2,58.2,7.78,Chickpea
Sandy,30.9,55.2,53.2,5.49,Millets
Loamy,20.0,70.6,110.1,6.95,Onion
Red,32.3,67.2,100.0,6.27,Soybean
Black,27.7,77.1,123.0,6.67,Soybean
Red,28.5,46.1,105.6,6.67,Groundnut
Laterite,30.2,52.0,101.9,6.12,Groundnut
Laterite,33.9,45.7,89.2,6.07,Groundnut
Loamy,22.9,58.8,56.3,7.16,Wheat
Desert,23.7,39.0,52.2,6.2,Millets
Loamy,21.5,71.6,77.4,6.08,Tomato
Alluvial,24.2,75.1,76.4,6.63,Tomato
Loamy,20.1,73.1,117.1,5.79,Potato
Alluvial,30.4,58.7,54.4,7.3,Onion
Black,23.9,69.2,177.2,6.54,Sugarcane
Black,17.7,57.8,63.5,7.35,Chickpea
Black,26.1,53.9,94.5,6.12,Cotton
Sandy,20.0,84.7,85.5,5.65,Potato
Black,26.8,66.4,121.9,7.4,Soybean
Sandy,18.7,65.4,134.6,6.02,Potato
Alluvial,30.2,73.0,113.3,6.31,Maize
Alluvial,24.7,54.0,33.3,6.31,Chickpea
Alluvial,28.7,71.3,102.9,6.5,Onion
Black,30.7,63.3,161.4,6.84,Soybean
Black,28.8,55.7,46.3,7.49,Onion
Alluvial,18.8,64.1,94.4,6.54,Wheat
Loamy,18.8,58.5,57.8,7.19,Wheat
Black,27.6,60.2,54.6,7.31,Cotton
Alluvial,23.4,46.6,29.5,6.02,Mustard
Red,29.0,67.3,115.3,6.74,Tomato
Laterite,31.0,68.0,69.8,7.0,Groundnut
Alluvial,26.2,73.4,76.8,6.92,Tomato
Loamy,25.7,88.2,153.2,5.98,Sugarcane
Loamy,18.4,80.1,74.6,5.76,Potato
Sandy,26.7,58.7,87.0,6.23,Groundnut
Black,21.8,46.8,54.0,6.27,Mustard
Alluvial,23.6,76.2,205.6,6.68,Sugarcane
Alluvial,33.1,74.3,194.6,7.12,Sugarcane
Alluvial,25.0,55.0,57.5,6.93,Onion
Sandy,16.5,55.8,35.6,6.09,Mustard
Laterite,28.3,79.7,154.2,6.8,Rice
Red,31.2,75.8,181.2,7.34,Soybean
Sandy,28.3,42.7,81.5,5.51,Millets
Red,27.1,71.4,164.2,7.4,Soybean
Laterite,33.8,70.1,145.4,6.14,Banana
Desert,35.1,62.3,73.3,7.03,Millets
Alluvial,18.4,60.5,143.1,6.41,Potato
Alluvial,32.1,71.3,238.1,6.29,Banana
Alluvial,20.3,45.1,51.0,7.37,Mustard
Alluvial,26.4,71.6,65.4,6.41,Maize
Alluvial,16.0,65.1,33.8,6.91,Mustard
Alluvial,31.6,74.5,154.7,6.52,Sugarcane
Loamy,14.7,55.7,75.8,6.49,Wheat
Loamy,23.6,73.4,163.6,7.23,Sugarcane
Alluvial,23.9,75.9,242.8,7.28,Sugarcane
Black,20.8,60.9,37.0,7.04,Chickpea
Loamy,17.0,61.0,97.3,5.35,Potato
Laterite,26.3,65.9,52.9,6.64,Groundnut
Black,24.3,54.0,59.8,6.35,Wheat
Alluvial,25.9,56.4,133.9,6.09,Maize
Alluvial,30.0,69.9,139.6,6.34,Maize
Black,30.9,63.1,86.7,7.21,Cotton
Sandy,21.7,75.7,95.5,6.46,Potato
Laterite,25.8,60.3,106.3,6.12,Groundnut
Desert,27.0,66.1,95.9,6.83,Millets
Alluvial,30.8,85.8,155.4,6.02,Sugarcane
Black,18.1,61.7,97.7,7.03,Onion
Alluvial,20.3,70.9,79.9,6.32,Potato
Black,18.4,64.3,37.6,6.74,Chickpea
Loamy,20.6,68.1,62.0,6.79,Tomato
Red,31.0,48.6,62.4,7.42,Millets
Sandy,25.1,56.1,72.6,6.46,Groundnut
Clay,20.0,53.9,85.4,7.69,Chickpea
Alluvial,32.3,79.6,67.4,6.35,Maize
Alluvial,18.2,51.3,29.5,7.33,Mustard
Alluvial,27.6,51.9,78.9,6.01,Onion
Sandy,29.2,44.1,95.4,6.08,Groundnut
Alluvial,13.6,63.3,59.2,7.12,Mustard
Loamy,14.1,39.8,35.5,6.9,Mustard
Sandy,19.6,79.2,101.1,5.48,Potato
Loamy,15.3,62.0,87.7,6.53,Wheat
Red,28.6,64.6,103.5,7.21,Cotton
Loamy,16.7,72.2,72.2,6.15,Potato
Alluvial,21.0,56.5,81.7,6.1,Wheat
Black,24.1,56.7,109.3,7.46,Onion
Black,26.8,85.7,164.7,6.09,Sugarcane
Black,21.0,50.1,81.9,6.31,Onion
Sandy,25.9,49.0,95.5,6.19,Groundnut
Clay,31.8,59.1,35.0,7.68,Millets
Alluvial,17.3,53.1,74.4,7.49,Mustard
Loamy,25.1,86.7,146.5,6.31,Banana
Red,24.7,74.0,132.4,6.26,Tomato
Alluvial,22.2,85.8,83.9,6.46,Potato
Loamy,23.4,56.9,74.8,7.36,Chickpea
Red,25.6,83.2,125.2,7.06,Soybean
Loamy,21.7,76.4,120.2,6.12,Maize
Clay,33.3,71.3,207.9,6.48,Rice
Black,31.8,82.8,229.2,6.35,Sugarcane
Alluvial,23.7,41.6,58.2,6.9,Chickpea
Black,21.1,54.8,45.3,6.33,Chickpea
Loamy,26.2,72.5,173.2,6.59,Sugarcane
Black,29.1,65.3,44.2,7.1,Onion
Loamy,31.4,66.6,106.4,7.37,Cotton
Black,34.1,79.1,211.1,7.21,Sugarcane
Red,35.4,53.6,64.7,7.16,Cotton
Loamy,21.9,56.4,62.4,6.16,Wheat
Red,21.3,69.0,60.1,6.33,Tomato
Loamy,21.9,68.4,137.1,6.51,Soybean
Red,30.0,61.8,114.7,7.2,Cotton
Loamy,27.9,70.1,244.7,6.6,Sugarcane
Black,30.2,66.1,79.9,6.68,Cotton
Loamy,29.2,66.2,109.3,6.85,Tomato
Red,29.1,68.7,85.2,6.24,Maize
Alluvial,23.3,71.3,114.6,5.66,Potato
Red,23.2,79.5,85.7,5.8,Maize
Clay,33.7,81.1,291.3,6.27,Rice
Loamy,30.7,77.3,115.7,6.27,Maize
Loamy,30.9,69.6,88.7,6.38,Soybean
Laterite,20.0,60.3,90.8,6.52,Wheat
Loamy,14.9,51.6,58.6,7.1,Mustard
Red,21.5,58.0,54.3,6.74,Tomato
Black,24.2,82.1,186.6,7.08,Sugarcane
Clay,34.5,81.1,228.3,6.56,Rice
Loamy,34.8,44.0,56.3,6.71,Cotton
Red,28.1,50.8,70.0,5.69,Millets
